title,price,location,link
10 M Budget Luxury Interior Villa Home Kemang Jakarta Selatan,Rumah Siap Huni 1 Lt Akses Dekat Gerbang Tol Serpong 7 Dibantu KPR J21562,Jakarta Selatan Kemang,https://www.rumah123.com/properti/jakarta-selatan-kemang/dijual-rumah-modern-tropis-dalam-townhouse-436-m-di-kemang-jakarta-selatan-lt-200-m-one-gate-security-roof-top-fully-hos39203416/
Citrus Signature Grand Wisata,"Serpong, Tangerang Selatan",Bekasi,https://www.rumah123.com/perumahan-baru/properti/bekasi/citrus-signature-grand-wisata/nps7491/
Rumah LT 134 Siap KPR 14 Menit ke Cibinong City Mall J39306,Rp 26 Jutaan (Tenor 20 Tahun),Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-shm-2-lt-siap-kpr-dekat-mall-paradise-walk-serpong-gratis-renovasi-j20305-hos19595797/
Rumah 1 Lt Luas 15 Menit ke Rs Sari Asih Cipondoh Hadap Timur J38880,Rp 34 Jutaan (Tenor 15 Tahun),Bogor Bojong Gede,https://www.rumah123.com/properti/bogor-bojong-gede/rumah-lb-180-siap-kpr-7-menit-ke-rs-citra-medika-depok-j39190-hos40642371/
De Upa Mansion,LT 353m2 LB 500m2 4 + 1 KT 3 + 1 KM 2 Lantai Semi-Furnished Listrik 2200 Watt Garasi 2 Mobil Carport...,Tangerang Cipondoh,https://www.rumah123.com/properti/tangerang-cipondoh/rumah-1-lt-luas-15-menit-ke-rs-sari-asih-cipondoh-hadap-timur-j38880-hos40613977/
Rumah 10 menit ke Gerbang Tol BSD Barat 1 SHM Dibantu KPR J-38210,Rp 670 Juta,Makassar,https://www.rumah123.com/perumahan-baru/properti/makassar/de-upa-mansion/nps7489/
Rumah 2 Lt SHM Siap KPR 12 Menit ke Mal Ciputra Cibubur J-36299,Rp 4 Jutaan (Tenor 15 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-10-menit-ke-gerbang-tol-bsd-barat-1-shm-dibantu-kpr-j38210-hos40274183/
Mulialand Kuningan,"Rp 2,7 Miliar",Bogor Bojong Gede,https://www.rumah123.com/properti/bogor-bojong-gede/rumah-2-lt-strategis-15-menit-ke-stasiun-cilebut-dibantu-kpr-j32994-hos39351205/
Rumah Strategis 6 Menit ke Rsu Hermina Depok 2 Kt Siap Huni J39340,Rp 13 Jutaan (Tenor 20 Tahun),Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-2-lt-shm-siap-kpr-12-menit-ke-mal-ciputra-cibubur-j36299-hos40178218/
Rumah 15 menit ke RSU Hermina Serpong Siap Huni Dibantu KPR J-38763,Rp 16 Jutaan (Tenor 15 Tahun),Kuningan,https://www.rumah123.com/perumahan-baru/properti/kuningan/mulialand-kuningan/nps7484/
BUMI TEGAL BESAR,Rp 14 Jutaan (Tenor 20 Tahun),Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-strategis-6-menit-ke-rsu-hermina-depok-2-kt-siap-huni-j39340-hos40795626/
Rumah Luas Strategis 8 Menit ke Mall Depok Town Center Dibantu KPR J-38634,Rp 18 Jutaan (Tenor 15 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-15-menit-ke-rsu-hermina-serpong-siap-huni-dibantu-kpr-j38763-hos40416721/
Rumah SHM 2 Lt Luas 9 Menit ke RS Permata Depok Dibantu KPR J-38095,Rp 670 Juta,Tangerang Selatan Pamulang,https://www.rumah123.com/properti/tangerang-selatan-pamulang/rumah-luas-1-lantai-7-menit-ke-rs-permata-pamulang-dibantu-kpr-j39500-hos40713811/
Rumah LT 110 Strategis 8 Menit ke Cibinong City Mall Hadap Timur J35611,Rp 3 Jutaan (Tenor 20 Tahun),Jember,https://www.rumah123.com/perumahan-baru/properti/jember/bumi-tegal-besar/nps7481/
"Beli Rumah Dijual di Rumah123.com, Solusi Lengkap Untuk Punya Rumah Impian","Rp 9,5 Miliar",Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-luas-strategis-8-menit-ke-mall-depok-town-center-dibantu-kpr-j38634-hos40393917/
,Rp 45 Jutaan (Tenor 20 Tahun),Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-shm-2-lt-luas-9-menit-ke-rs-permata-depok-dibantu-kpr-j38095-hos40374202/
,Rp 58 Jutaan (Tenor 15 Tahun),Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-lt-110-strategis-8-menit-ke-cibinong-city-mall-hadap-timur-j35611-hos40713813/
,"Rp 3,78 Miliar",Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-2-carport-shm-15-menit-ke-gerbang-tol-bsd-timur-1-siap-huni-j33147-hos40737919/
Rumah Hadap Utara 10 Menit ke Mall Metropolitan Cibubur Dibantu KPR J-28679,Rp,Bogor Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-hadap-utara-10-menit-ke-mall-metropolitan-cibubur-dibantu-kpr-j28679-hos40297957/
Rumah Strategis dekat Gerbang Tol Serpong 2 Hadap Selatan J27865,FilterProperti BaruProperti dengan videoHargaLuas Tanah,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-strategis-dekat-gerbang-tol-serpong-2-hadap-selatan-j27865-hos39341969/
Rumah Hadap Timur dekat AEON MALL JGC Dibantu KPR J-36923,FilterProperti BaruProperti dengan videoHargaLuas TanahLuas BangunanLokasi,Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-hadap-timur-dekat-aeon-mall-jgc-dibantu-kpr-j36923-hos40170106/
Rumah 10 Menit ke Mall Paradise Walk Serpong Siap Huni Dibantu KPR J34135,"Rp 1,11 Miliar",Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-10-menit-ke-mall-paradise-walk-serpong-siap-huni-dibantu-kpr-j34135-hos39351267/
Rumah Luas Siap Huni 10 menit ke Gerbang Tol Limo Utama Dibantu KPR J-38074,Rp 5 Jutaan (Tenor 20 Tahun),Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-luas-siap-huni-10-menit-ke-gerbang-tol-limo-utama-dibantu-kpr-j38074-hos40347408/
Rumah Luas 3 Kamar Tidur 15 Menit ke Supermal Karawaci Siap KPR J37494,Rp 6 Jutaan (Tenor 15 Tahun),Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-luas-3-kamar-tidur-15-menit-ke-supermal-karawaci-siap-kpr-j37494-hos40049732/
Rumah Sudah Renov 10 Menit ke Transmart Yasmin Bogor SHM DIbantu KPR J23581,Rp 800 Juta,Bogor Tanah Sareal,https://www.rumah123.com/properti/bogor-tanah-sareal/rumah-sudah-renov-10-menit-ke-transmart-yasmin-bogor-shm-dibantu-kpr-j23581-hos39312442/
Rumah Siap Huni 10 Menit ke Gerbang Tol Cibadak 2 Dibantu KPR J38133,Rumah Strategis dekat Gerbang Tol Serpong 2 Hadap Selatan J27865,Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-shm-2-lt-hadap-timur-13-mnt-ke-bsd-plaza-dibantu-kpr-j37091-hos39885783/
Rumah LB 130 Hadap Selatan 6 Menit ke Summarecon Mall Serpong J-34179,Rp 620 Juta,Bogor Tanah Sareal,https://www.rumah123.com/properti/bogor-tanah-sareal/rumah-siap-huni-10-menit-ke-gerbang-tol-cibadak-2-dibantu-kpr-j38133-hos40669604/
Wandri Majalaya Asri,Rp 3 Jutaan (Tenor 20 Tahun),Tangerang Gading Serpong,https://www.rumah123.com/properti/tangerang-gading-serpong/rumah-lb-130-hadap-selatan-6-menit-ke-summarecon-mall-serpong-j34179-hos39955131/
Rumah Strategis 7 Menit ke RS Sari Asih Bintaro 3 KT Siap Huni J39039,Rp 500 Juta,Tangerang Selatan Pamulang,https://www.rumah123.com/properti/tangerang-selatan-pamulang/rumah-lt-120-strategis-10-menit-ke-terminal-pondok-cabe-siap-kpr-j39417-hos40715523/
Bale Joglo Prambanan,Rp 2 Jutaan (Tenor 20 Tahun),Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-3-lantai-terawat-dekat-stasiun-jurang-mangu-siap-huni-j38894-hos40613988/
Rumah 2 Lantai Minimalis 10 Menit ke Rs Medika Bsd Hadap Timur J34886,Rp 3 Jutaan (Tenor 15 Tahun),Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-strategis-7-menit-ke-rs-sari-asih-bintaro-3-kt-siap-huni-j39039-hos40614771/
TENTREM ASRI,"Rp 1,42 Miliar",Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-2-lantai-minimalis-10-menit-ke-rs-medika-bsd-hadap-timur-j34886-hos40791949/
Rumah LT 125 SHM Siap Huni 4 Menit ke Mitra Keluarga Jatiasih J-33594,Rp 6 Jutaan (Tenor 20 Tahun),Bekasi Jati Asih,https://www.rumah123.com/properti/bekasi-jati-asih/rumah-2-lantai-7-menit-ke-gerbang-tol-jati-asih-2-bebas-banjir-j39287-hos40669618/
Rumah LT 220 Strategis 8 Menit ke Rs Masmitra Jati Makmur bisa KPR J39380,Rp 8 Jutaan (Tenor 15 Tahun),Depok Limo,https://www.rumah123.com/properti/depok-limo/rumah-strategis-3-menit-ke-gerbang-tol-brigif-5-kamar-siap-huni-j35596-hos40178390/
Rumah 8 Menit ke Cibinong City Mall SHM Dibantu KPR J-19032,"Rp 1,77 Miliar",Bantul,https://www.rumah123.com/perumahan-baru/properti/bantul/tentrem-asri/nps3739/
"Beli Rumah Dijual di Rumah123.com, Solusi Lengkap Untuk Punya Rumah Impian",Rp 10 Jutaan (Tenor 15 Tahun),Bekasi Jati Asih,https://www.rumah123.com/properti/bekasi-jati-asih/rumah-lt-125-shm-siap-huni-4-menit-ke-mitra-keluarga-jatiasih-j33594-hos40752310/
,"Gading Serpong, Tangerang",Bekasi Jati Asih,https://www.rumah123.com/properti/bekasi-jati-asih/rumah-lt-220-strategis-8-menit-ke-rs-masmitra-jati-makmur-bisa-kpr-j39380-hos40669602/
,"Perumahan Gading Serpong Sektor 6 Blok GB9 No.2 Rumah siap huni lokasi strategis, dekat dengan fasilitas...",Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-8-menit-ke-cibinong-city-mall-shm-dibantu-kpr-j19032-hos40164142/
,Rp 590 Juta,Depok Beji,https://www.rumah123.com/properti/depok-beji/rumah-shm-hadap-timur-10-menit-ke-gerbang-tol-kukusan-1-siap-kpr-j37024-hos39885772/
Rumah Hadap Timur 5 menit ke Metropolitan Mall Cibubur Dibantu KPR J-37744,Rp,Bogor Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-hadap-timur-5-menit-ke-metropolitan-mall-cibubur-dibantu-kpr-j37744-hos40082847/
Rumah LT 116 Strategis 15 Menit ke Cibinong City Mall 2 Dibantu KPR J36348,FilterProperti BaruProperti dengan videoHargaLuas Tanah,Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-lt-116-strategis-15-menit-ke-cibinong-city-mall-2-dibantu-kpr-j36348-hos39803902/
Rumah 1 Lantai Terawat 7 Menit ke Rs Hermina Bogor Dibantu KPR J24656,FilterProperti BaruProperti dengan videoHargaLuas TanahLuas BangunanLokasi,Bogor Tanah Sareal,https://www.rumah123.com/properti/bogor-tanah-sareal/rumah-1-lantai-terawat-7-menit-ke-rs-hermina-bogor-dibantu-kpr-j24656-hos40715519/
Dijual Rumah Mewah 2 Lantai Siap Huni Tipe Green di Summarecon Bogor Lokasi Strategis,Rp 760 Juta,Bogor Summarecon Bogor,https://www.rumah123.com/properti/bogor-summarecon-bogor/dijual-rumah-mewah-2-lantai-siap-huni-tipe-green-di-summarecon-bogor-lokasi-strategis-hos40859262/
Rumah Luas LT 104 Akses Dekat Gerbang Tol Pamulang Siap Huni J21497,Rp 3 Jutaan (Tenor 20 Tahun),Tangerang Selatan Pamulang,https://www.rumah123.com/properti/tangerang-selatan-pamulang/rumah-luas-lt-104-akses-dekat-gerbang-tol-pamulang-siap-huni-j21497-hos40715535/
Dijual Rumah Mewah 3 Lantai Modern Tropical View Langsung Golf Lokasi Strategis di Bogor,Rp 4 Jutaan (Tenor 15 Tahun),Bogor Summarecon Bogor,https://www.rumah123.com/properti/bogor-summarecon-bogor/dijual-rumah-mewah-3-lantai-modern-tropical-view-langsung-golf-lokasi-strategis-di-bogor-hos40797586/
Rumah Mewah Lokasi Super Strategis Dekat Aeon Mall Sentul Bogor,Rp 530 Juta,Bogor Summarecon Bogor,https://www.rumah123.com/properti/bogor-summarecon-bogor/rumah-mewah-lokasi-super-strategis-dekat-aeon-mall-sentul-bogor-hos18874092/
Rumah Semi Furnish 7 menit ke Mall Paradise Walk Serpong Baru Renov J10310,Rp 850 Juta,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-4-kt-siap-huni-8-menit-ke-gerbang-tol-brigif-4-hadap-selatan-j34281-hos40401070/
Rumah Hadap Timur 10 Menit ke Rs Permata Depok Siap KPR J-28659,Rp 4 Jutaan (Tenor 20 Tahun),Tangerang Selatan Serpong,https://www.rumah123.com/properti/tangerang-selatan-serpong/rumah-semi-furnish-7-menit-ke-mall-paradise-walk-serpong-baru-renov-j10310-hos39829778/
Heartful-Town Taman Mini,Rp 5 Jutaan (Tenor 15 Tahun),Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-hadap-timur-10-menit-ke-rs-permata-depok-siap-kpr-j28659-hos40796895/
Rumah Idaman 15 Menit ke Stasiun Lenteng Agung LT 100 Hadap Timur J31199,"Rp 6,5 Miliar",Jakarta Timur,https://www.rumah123.com/perumahan-baru/properti/jakarta-timur/heartful-town-taman-mini/nps7502/
Rumah SHM 15 menit ke Gerbang Tol Sawangan 4 Luas Siap KPR J-19548,Rp 40 Jutaan (Tenor 15 Tahun),Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-idaman-15-menit-ke-stasiun-lenteng-agung-lt-100-hadap-timur-j31199-hos40307242/
FASINDO AMARSVATI NGALIYAN,Rp 950 Juta,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-strategis-10-mnt-ke-stasiun-ui-siap-huni-dibantu-kpr-j14506-hos39954752/
Rumah Straetgis 10 Menit ke Stasiun Depok Baru 2 Lt Hadap Utara J20230,Rp 4 Jutaan (Tenor 20 Tahun),Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-shm-15-menit-ke-gerbang-tol-sawangan-4-luas-siap-kpr-j19548-hos39954768/
Rumah 2 Lt SHM 5 menit ke Stasiun Depok Dibantu KPR J-17910,Rp 5 Jutaan (Tenor 15 Tahun),Semarang,https://www.rumah123.com/perumahan-baru/properti/semarang/fasindo-amarsvati-ngaliyan/nps7519/
NATAGRIA,Rp 36 Jutaan (Tenor 20 Tahun),Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-straetgis-10-menit-ke-stasiun-depok-baru-2-lt-hadap-utara-j20230-hos40246509/
Rumah LT 128 SHM 15 Menit ke The Park Sawangan Siap KPR J-14593,Rp 46 Jutaan (Tenor 15 Tahun),Depok Sukmajaya,https://www.rumah123.com/properti/depok-sukmajaya/rumah-2-lt-shm-5-menit-ke-stasiun-depok-dibantu-kpr-j17910-hos40214629/
Rumah 2 Lt Siap Huni 10 Menit ke Gerbang Tol Buaran Indah Dibantu KPR J-37438,Rp 6 Miliar,Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-lb-114-hadap-selatan-10-menit-ke-stasiun-depok-baru-j5649-hos40297741/
Rumah Siap Huni di Cibinong 10 Menit ke Gerbang Tol Hadap Timur J38421,Rp 28 Jutaan (Tenor 20 Tahun),Karanganyar,https://www.rumah123.com/perumahan-baru/properti/karanganyar/natagria/nps7517/
"Beli Rumah Dijual di Rumah123.com, Solusi Lengkap Untuk Punya Rumah Impian","Rp 1,3 Miliar",Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-lt-128-shm-15-menit-ke-the-park-sawangan-siap-kpr-j14593-hos40796823/
,"Rp 1,3 Miliar",Tangerang Cipondoh,https://www.rumah123.com/properti/tangerang-cipondoh/rumah-2-lt-siap-huni-10-menit-ke-gerbang-tol-buaran-indah-dibantu-kpr-j37438-hos40613828/
,"Mulai dari Rp 1,3 Miliar",Bogor Cibinong,https://www.rumah123.com/properti/bogor-cibinong/rumah-siap-huni-di-cibinong-10-menit-ke-gerbang-tol-hadap-timur-j38421-hos40715515/
,"Rp 1,3 Miliar",Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-cicilan-murah-dekat-mall-grand-cakung-siap-huni-dibantu-kpr-j32898-hos39351185/
Rumah 16 Menit ke The Park Sawangan SHM Dibantu KPR J-37095,Rp,Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-16-menit-ke-the-park-sawangan-shm-dibantu-kpr-j37095-hos40170622/
Rumah Minimalis 12 Menit ke Stasiun Bekasi Siap Huni Bebas Banjir J36510,FilterProperti BaruProperti dengan videoHargaLuas Tanah,Bekasi Harapan Indah,https://www.rumah123.com/properti/bekasi-harapan-indah/rumah-minimalis-12-menit-ke-stasiun-bekasi-siap-huni-bebas-banjir-j36510-hos40791964/
Rumah Strategis dekat AEON JGC Siap Huni Dibantu KPR J-28684,FilterProperti BaruProperti dengan videoHargaLuas TanahLuas BangunanLokasi,Jakarta Timur Cakung,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-strategis-dekat-aeon-jgc-siap-huni-dibantu-kpr-j28684-hos39954822/
Rumah LT 120 Hadap Selatan 15 menit ke RS Permata Depok Siap KPR J-38243,Rp 570 Juta,Depok Pancoran Mas,https://www.rumah123.com/properti/depok-pancoran-mas/rumah-lt-120-hadap-selatan-15-menit-ke-rs-permata-depok-siap-kpr-j38243-hos40405758/
Rumah Murah 1 Lt Dekat Sentul 15 Menit ke Rs dan Terminal bisa KPR J39242,Rp 2 Jutaan (Tenor 20 Tahun),Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-murah-1-lt-dekat-sentul-15-menit-ke-rs-dan-terminal-bisa-kpr-j39242-hos40795578/
Rumah Hadap Timur 15 Menit ke Stasiun Cisauk Dibantu KPR J-38022,Rp 3 Jutaan (Tenor 15 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-hadap-timur-15-menit-ke-stasiun-cisauk-dibantu-kpr-j38022-hos40347423/
Rumah Idaman 16 Menit ke Living Plaza Ciputat 2 Lantai Siap KPR J38928,Rp 670 Juta,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-idaman-16-menit-ke-living-plaza-ciputat-2-lantai-siap-kpr-j38928-hos40581225/
TENTREM VILLA,Rp 3 Jutaan (Tenor 20 Tahun),Sleman,https://www.rumah123.com/perumahan-baru/properti/sleman/tentrem-villa/nps3741/
Rumah Hadap Timur 8 menit ke Mall Paradise Walk Serpong Bisa KPR J35288,Rp 440 Juta,Bogor Bogor Barat,https://www.rumah123.com/properti/bogor-bogor-barat/rumah-4-kamar-shm-10-menit-ke-transmart-yasmin-bogor-bisa-kpr-j38133-hos40791965/
Rumah DP Ringan Dekat Sentul 15 Menit ke Stasiun dan Terminal Bisa KPR J35452,Rp 2 Jutaan (Tenor 20 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-hadap-timur-8-menit-ke-mall-paradise-walk-serpong-bisa-kpr-j35288-hos39791063/
Rajata Residence,Rp 2 Jutaan (Tenor 15 Tahun),Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-dp-ringan-dekat-sentul-15-menit-ke-stasiun-dan-terminal-bisa-kpr-j35452-hos39773773/
Rumah Strategis 10 Menit ke Stasiun Rawa Buntu 2 Lt Hadap Utara J39398,"Rumah Strategis dekat AEON JGC Siap Huni Dibantu KPR J-28684

Cakung, Jakarta Timur

Pondok Ungu Permai Sektor V Blok F7 No.17 Babelan - Kabupaten Bekasi *Menerima Cash *Bisa Dibantu...",Makassar,https://www.rumah123.com/perumahan-baru/properti/makassar/rajata-residence/nps7442/
Rumah 1 Lt Minimalis Dekat Rs Sari Asih Ciputat Dibantu KPR J39417,Rp 2 Jutaan (Tenor 20 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-strategis-10-menit-ke-stasiun-rawa-buntu-2-lt-hadap-utara-j39398-hos40795639/
SARANA TIRTA CENTRE,Rp 3 Jutaan (Tenor 15 Tahun),Depok Sawangan,https://www.rumah123.com/properti/depok-sawangan/rumah-3-kamar-15-menit-ke-the-park-mall-sawangan-dibantu-kpr-j39526-hos40795890/
Rumah Strategis 15 Menit ke Living World Grand Wisata Bebas Banjir J39099,Rp 380 Juta,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-1-lt-minimalis-dekat-rs-sari-asih-ciputat-dibantu-kpr-j39417-hos40795643/
Rumah 2 Lantai SHM Dekat Sentul 15 Menit ke Stasiun Hadap Timur J33985,Rp 1 Jutaan (Tenor 20 Tahun),Batam,https://www.rumah123.com/perumahan-baru/properti/batam/sarana-tirta-centre/nps7445/
WANGSA PILAR BETA GARDEN,"Rumah Murah 1 Lt Dekat Sentul 15 Menit ke Rs dan Terminal bisa KPR J39242

Sentul City, Bogor

Perumahan Puri Nirwana 3 Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan,...",Bekasi Grand Wisata,https://www.rumah123.com/properti/bekasi-grand-wisata/rumah-strategis-15-menit-ke-living-world-grand-wisata-bebas-banjir-j39099-hos40792406/
Rumah Strategis LT 119 Akses Dekat Stasiun Rawa Buntu Siap KPR J36908,Rp 640 Juta,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-2-lantai-shm-dekat-sentul-15-menit-ke-stasiun-hadap-timur-j33985-hos39791068/
Rumah Hadap Timur 12 Menit ke Transpark Mall Bintaro Siap KPR J-36280,Rp 3 Jutaan (Tenor 20 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-strategis-15-menit-ke-stasiun-rawa-buntu-lt-90-bebas-banjir-j38389-hos40273378/
Rumah Luas 1 Lantai Akses Dekat Gerbang Tol Sentul 1 Hadap Timur J39450,Rp 3 Jutaan (Tenor 15 Tahun),Bandung,https://www.rumah123.com/perumahan-baru/properti/bandung/wangsa-pilar-beta-garden/nps7478/
"Beli Rumah Dijual di Rumah123.com, Solusi Lengkap Untuk Punya Rumah Impian",Rp 6 Jutaan (Tenor 20 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-strategis-lt-119-akses-dekat-stasiun-rawa-buntu-siap-kpr-j36908-hos39915394/
,Rp 7 Jutaan (Tenor 15 Tahun),Tangerang Selatan Bintaro,https://www.rumah123.com/properti/tangerang-selatan-bintaro/rumah-hadap-timur-12-menit-ke-transpark-mall-bintaro-siap-kpr-j36280-hos40013339/
,"Rp 1,6 Miliar",Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-luas-1-lantai-akses-dekat-gerbang-tol-sentul-1-hadap-timur-j39450-hos40795677/
,"Rp 1,6 Miliar",Bogor Kota Wisata,https://www.rumah123.com/properti/bogor-kota-wisata/rumah-lt-120-strategis-dekat-gerbang-tol-jatikarya-2-siap-huni-j39407-hos40669608/
Rumah LT 150 Dekat Jagakarsa 10 Menit ke Pintu Tol Hadap Selatan J39326,Rp,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-lt-150-dekat-jagakarsa-10-menit-ke-pintu-tol-hadap-selatan-j39326-hos40795621/
Rumah 1 Lt Terawat Dekat Jagakarsa 10 Menit ke Pintu Tol bisa KPR J39576,FilterProperti BaruProperti dengan videoHargaLuas Tanah,Jakarta Selatan Jagakarsa,https://www.rumah123.com/properti/jakarta-selatan-jagakarsa/rumah-1-lt-terawat-dekat-jagakarsa-10-menit-ke-pintu-tol-bisa-kpr-j39576-hos40795908/
Rumah 2 Lantai di Bekasi 15 Menit ke Stasiun Tambun Hadap Timur J39682,FilterProperti BaruProperti dengan videoHargaLuas TanahLuas BangunanLokasi,Bekasi Grand Wisata,https://www.rumah123.com/properti/bekasi-grand-wisata/rumah-2-lantai-di-bekasi-15-menit-ke-stasiun-tambun-hadap-timur-j39682-hos40767854/
Rumah 2 Lantai 10 Menit ke Stasiun Rawa Buntu Siap Huni Dibantu KPR J39571,"Rp 3,1 Miliar",Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-2-lantai-10-menit-ke-stasiun-rawa-buntu-siap-huni-dibantu-kpr-j39571-hos40767827/
Rumah SHM 15 menit ke RSU Hermina Serpong Siap Huni Dibantu KPR J-35183,Rp 14 Jutaan (Tenor 20 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-shm-15-menit-ke-rsu-hermina-serpong-siap-huni-dibantu-kpr-j35183-hos40173601/
Rumah Minimalis 16 Menit ke RS Mitra Keluarga BSD Siap Huni J38623,Rp 19 Jutaan (Tenor 15 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-minimalis-16-menit-ke-rs-mitra-keluarga-bsd-siap-huni-j38623-hos40610116/
Rumah 15 Menit ke One Belpark Mall Siap Huni Dibantu KPR ⁠J-35182,Rp 560 Juta,Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-15-menit-ke-one-belpark-mall-siap-huni-dibantu-kpr-j35182-hos40798408/
Rumah Hadap Selatan 12 Menit ke Living Plaza Cinere Dibantu KPR J-38127,Rp 500 Juta,Bogor Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-idaman-5-menit-ke-gerbang-tol-sentul-barat-3-kamar-siap-huni-j32495-hos40715516/
Rumah LT 108 Terawat Dekat BSD 15 Menit ke Mall 2 Lantai Siap Huni J38688,Rp 2 Jutaan (Tenor 20 Tahun),Depok Cinere,https://www.rumah123.com/properti/depok-cinere/rumah-hadap-selatan-12-menit-ke-living-plaza-cinere-dibantu-kpr-j38127-hos40405510/
De Upa Mansion,Rp 3 Jutaan (Tenor 15 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-lt-108-terawat-dekat-bsd-15-menit-ke-mall-2-lantai-siap-huni-j38688-hos40610150/
Rumah Siap Huni 11 Menit ke Gerbang Tol Joglo 3 Dibantu KPR J-35491,Rp 6 Jutaan (Tenor 15 Tahun),Tangerang Bsd,https://www.rumah123.com/properti/tangerang-bsd/rumah-hadap-utara-13-menit-ke-gerbang-tol-pondok-ranji-siap-kpr-j37830-hos40798242/
Mulialand Kuningan,Rp 810 Juta,Tangerang Selatan Ciputat,https://www.rumah123.com/properti/tangerang-selatan-ciputat/rumah-shm-luas-9-menit-ke-rspermata-pamulang-siap-kpr-j21497-hos40796840/
Rumah Strategis 10 Menit ke Gerbang Tol Brigif Siap Huni ⁠J-34110,Rp 3 Jutaan (Tenor 20 Tahun),Jakarta Barat Meruya,https://www.rumah123.com/properti/jakarta-barat-meruya/rumah-siap-huni-11-menit-ke-gerbang-tol-joglo-3-dibantu-kpr-j35491-hos40798196/
